DATE,TIME,実績(万kW)
2005 2 11,13 00,3892
2005 2 11,14 00,3881
2005 2 11,15 00,3881
2005 2 11,16 00,4005
2005 2 11,17 00,4294
2005 2 11,18 00,4378
2005 2 11,19 00,4294
2005 2 11,20 00,4190
2005 2 11,21 00,4016
2005 2 11,22 00,3804
2005 2 11,23 00,3568
2005 2 12,0 00,3269
2005 2 12,1 00,3070
2005 2 12,2 00,2904
2005 2 12,3 00,2789
2005 2 12,4 00,2761
2005 2 12,5 00,2854
2005 2 12,6 00,3092
2005 2 12,7 00,3412
2005 2 12,8 00,3793
2005 2 12,9 00,3992
2005 2 12,10 00,4001
2005 2 12,11 00,3935
2005 2 12,12 00,3757
2005 2 12,13 00,3752
2005 2 12,14 00,3746
2005 2 12,15 00,3769
2005 2 12,16 00,3904
2005 2 12,17 00,4184
2005 2 12,18 00,4257
2005 2 12,19 00,4179
2005 2 12,20 00,4064
2005 2 12,21 00,3864
2005 2 12,22 00,3680
2005 2 12,23 00,3466
2005 2 13,0 00,3177
2005 2 13,1 00,2958
2005 2 13,2 00,2792
2005 2 13,3 00,2663
2005 2 13,4 00,2605
2005 2 13,5 00,2660
2005 2 13,6 00,2820
2005 2 13,7 00,3087
2005 2 13,8 00,3384
2005 2 13,9 00,3565
2005 2 13,10 00,3638
2005 2 13,11 00,3602
2005 2 13,12 00,3580
2005 2 13,13 00,3552
2005 2 13,14 00,3510
2005 2 13,15 00,3488
2005 2 13,16 00,3581
2005 2 13,17 00,3954
2005 2 13,18 00,4136
2005 2 13,19 00,4124
2005 2 13,20 00,4050
2005 2 13,21 00,3899
2005 2 13,22 00,3667
2005 2 13,23 00,3414
2005 2 14,0 00,3106
2005 2 14,1 00,2904
2005 2 14,2 00,2759
2005 2 14,3 00,2668
2005 2 14,4 00,2684
2005 2 14,5 00,2902
2005 2 14,6 00,3407
2005 2 14,7 00,3911
2005 2 14,8 00,4340
2005 2 14,9 00,4594
2005 2 14,10 00,4584
2005 2 14,11 00,4492
2005 2 14,12 00,4170
2005 2 14,13 00,4314
2005 2 14,14 00,4274
2005 2 14,15 00,4241
2005 2 14,16 00,4388
2005 2 14,17 00,4647
2005 2 14,18 00,4691
2005 2 14,19 00,4515
2005 2 14,20 00,4329
2005 2 14,21 00,4102
2005 2 14,22 00,3978
2005 2 14,23 00,3708
2005 2 15,0 00,3332
2005 2 15,1 00,3113
2005 2 15,2 00,2948
2005 2 15,3 00,2858
2005 2 15,4 00,2856
2005 2 15,5 00,3035
2005 2 15,6 00,3500
2005 2 15,7 00,3962
2005 2 15,8 00,4348
2005 2 15,9 00,4535
2005 2 15,10 00,4479
2005 2 15,11 00,4371
2005 2 15,12 00,4042
2005 2 15,13 00,4180
2005 2 15,14 00,4140
2005 2 15,15 00,4099
2005 2 15,16 00,4223
2005 2 15,17 00,4469
2005 2 15,18 00,4530
2005 2 15,19 00,4359
2005 2 15,20 00,4155
2005 2 15,21 00,3930
2005 2 15,22 00,3824
2005 2 15,23 00,3551
2005 2 16,0 00,3218
2005 2 16,1 00,3009
2005 2 16,2 00,2860
2005 2 16,3 00,2738
2005 2 16,4 00,2749
2005 2 16,5 00,2948
2005 2 16,6 00,3338
2005 2 16,7 00,3863
2005 2 16,8 00,4406
2005 2 16,9 00,4799
2005 2 16,10 00,4930
2005 2 16,11 00,4968
2005 2 16,12 00,4738
2005 2 16,13 00,4928
2005 2 16,14 00,4941
2005 2 16,15 00,4907
2005 2 16,16 00,4984
2005 2 16,17 00,5043
2005 2 16,18 00,4940
2005 2 16,19 00,4712
2005 2 16,20 00,4492
2005 2 16,21 00,4227
2005 2 16,22 00,4057
2005 2 16,23 00,3739
2005 2 17,0 00,3358
2005 2 17,1 00,3130
2005 2 17,2 00,2958
2005 2 17,3 00,2836
2005 2 17,4 00,2821
2005 2 17,5 00,2981
2005 2 17,6 00,3436
2005 2 17,7 00,3928
2005 2 17,8 00,4388
2005 2 17,9 00,4620
2005 2 17,10 00,4514
2005 2 17,11 00,4374
2005 2 17,12 00,4041
2005 2 17,13 00,4198
2005 2 17,14 00,4192
2005 2 17,15 00,4185
2005 2 17,16 00,4325
2005 2 17,17 00,4537
2005 2 17,18 00,4586
2005 2 17,19 00,4421
2005 2 17,20 00,4235
2005 2 17,21 00,4004
2005 2 17,22 00,3876
2005 2 17,23 00,3626
2005 2 18,0 00,3280
2005 2 18,1 00,3058
2005 2 18,2 00,2901
2005 2 18,3 00,2781
2005 2 18,4 00,2778
2005 2 18,5 00,2936
2005 2 18,6 00,3373
2005 2 18,7 00,3857
2005 2 18,8 00,4349
2005 2 18,9 00,4650
2005 2 18,10 00,4683
2005 2 18,11 00,4630
2005 2 18,12 00,4334
2005 2 18,13 00,4501
2005 2 18,14 00,4499
2005 2 18,15 00,4508
2005 2 18,16 00,4631
2005 2 18,17 00,4770
2005 2 18,18 00,4721
2005 2 18,19 00,4522
2005 2 18,20 00,4318
2005 2 18,21 00,4075
2005 2 18,22 00,3976
2005 2 18,23 00,3768
2005 2 19,0 00,3446
2005 2 19,1 00,3222
2005 2 19,2 00,3036
2005 2 19,3 00,2897
2005 2 19,4 00,2842
2005 2 19,5 00,2917
2005 2 19,6 00,3173
2005 2 19,7 00,3532
2005 2 19,8 00,4013
2005 2 19,9 00,4363
2005 2 19,10 00,4497
2005 2 19,11 00,4519
2005 2 19,12 00,4355
2005 2 19,13 00,4397
2005 2 19,14 00,4373
2005 2 19,15 00,4334
2005 2 19,16 00,4382
2005 2 19,17 00,4461
2005 2 19,18 00,4440
2005 2 19,19 00,4304
2005 2 19,20 00,4143
2005 2 19,21 00,3916
2005 2 19,22 00,3775
2005 2 19,23 00,3535
2005 2 20,0 00,3223
2005 2 20,1 00,2999
2005 2 20,2 00,2806
2005 2 20,3 00,2670
2005 2 20,4 00,2617
2005 2 20,5 00,2650
2005 2 20,6 00,2780
2005 2 20,7 00,3017
2005 2 20,8 00,3328
2005 2 20,9 00,3602
2005 2 20,10 00,3734
2005 2 20,11 00,3704
2005 2 20,12 00,3606
2005 2 20,13 00,3570
2005 2 20,14 00,3552
2005 2 20,15 00,3572
2005 2 20,16 00,3684
2005 2 20,17 00,3962
2005 2 20,18 00,4074
2005 2 20,19 00,4029
2005 2 20,20 00,3958
2005 2 20,21 00,3797
2005 2 20,22 00,3578
2005 2 20,23 00,3339
2005 2 21,0 00,3048
2005 2 21,1 00,2859
2005 2 21,2 00,2725
2005 2 21,3 00,2634
2005 2 21,4 00,2639
2005 2 21,5 00,2825
2005 2 21,6 00,3313
2005 2 21,7 00,3829
2005 2 21,8 00,4310
2005 2 21,9 00,4578
2005 2 21,10 00,4560
2005 2 21,11 00,4492
2005 2 21,12 00,4168
2005 2 21,13 00,4308
2005 2 21,14 00,4285
2005 2 21,15 00,4257
2005 2 21,16 00,4368
2005 2 21,17 00,4581
2005 2 21,18 00,4672
2005 2 21,19 00,4491
2005 2 21,20 00,4302
2005 2 21,21 00,4077
2005 2 21,22 00,3961
2005 2 21,23 00,3690
2005 2 22,0 00,3328
2005 2 22,1 00,3111
2005 2 22,2 00,2933
2005 2 22,3 00,2836
2005 2 22,4 00,2837
2005 2 22,5 00,3008
2005 2 22,6 00,3453
2005 2 22,7 00,3900
2005 2 22,8 00,4308
2005 2 22,9 00,4551
2005 2 22,10 00,4516
2005 2 22,11 00,4424
2005 2 22,12 00,4094
2005 2 22,13 00,4230
2005 2 22,14 00,4200
2005 2 22,15 00,4164
2005 2 22,16 00,4259
2005 2 22,17 00,4483
2005 2 22,18 00,4622
2005 2 22,19 00,4463
2005 2 22,20 00,4285
2005 2 22,21 00,4062
2005 2 22,22 00,3940
2005 2 22,23 00,3665
2005 2 23,0 00,3309
2005 2 23,1 00,3092
2005 2 23,2 00,2923
2005 2 23,3 00,2811
2005 2 23,4 00,2792
2005 2 23,5 00,2950
2005 2 23,6 00,3365
2005 2 23,7 00,3770
2005 2 23,8 00,4126
2005 2 23,9 00,4309
2005 2 23,10 00,4242
2005 2 23,11 00,4155
2005 2 23,12 00,3838
2005 2 23,13 00,3986
2005 2 23,14 00,3966
2005 2 23,15 00,3921
2005 2 23,16 00,3987
2005 2 23,17 00,4181
2005 2 23,18 00,4301
2005 2 23,19 00,4156
2005 2 23,20 00,4000
2005 2 23,21 00,3800
2005 2 23,22 00,3719
2005 2 23,23 00,3477
2005 2 24,0 00,3163
2005 2 24,1 00,2973
2005 2 24,2 00,2835
2005 2 24,3 00,2736
2005 2 24,4 00,2725
2005 2 24,5 00,2882
2005 2 24,6 00,3298
2005 2 24,7 00,3716
2005 2 24,8 00,4093
2005 2 24,9 00,4332
2005 2 24,10 00,4346
2005 2 24,11 00,4321
2005 2 24,12 00,4059
2005 2 24,13 00,4267
2005 2 24,14 00,4293
2005 2 24,15 00,4354
2005 2 24,16 00,4530
2005 2 24,17 00,4689
2005 2 24,18 00,4658
2005 2 24,19 00,4471
2005 2 24,20 00,4303
2005 2 24,21 00,4120
2005 2 24,22 00,4016
2005 2 24,23 00,3741
2005 2 25,0 00,3413
2005 2 25,1 00,3176
2005 2 25,2 00,3004
2005 2 25,3 00,2896
2005 2 25,4 00,2889
2005 2 25,5 00,3045
2005 2 25,6 00,3492
2005 2 25,7 00,3967
2005 2 25,8 00,4445
2005 2 25,9 00,4764
2005 2 25,10 00,4832
2005 2 25,11 00,4806
2005 2 25,12 00,4568
2005 2 25,13 00,4763
2005 2 25,14 00,4745
2005 2 25,15 00,4704
2005 2 25,16 00,4773
2005 2 25,17 00,4835
2005 2 25,18 00,4776
2005 2 25,19 00,4575
2005 2 25,20 00,4355
2005 2 25,21 00,4114
2005 2 25,22 00,3986
2005 2 25,23 00,3746
2005 2 26,0 00,3420
2005 2 26,1 00,3183
2005 2 26,2 00,2991
2005 2 26,3 00,2868
2005 2 26,4 00,2810
2005 2 26,5 00,2883
2005 2 26,6 00,3102
2005 2 26,7 00,3399
2005 2 26,8 00,3750
2005 2 26,9 00,4010
2005 2 26,10 00,4072
2005 2 26,11 00,4038
2005 2 26,12 00,3872
2005 2 26,13 00,3921
2005 2 26,14 00,3891
2005 2 26,15 00,3876
2005 2 26,16 00,3964
2005 2 26,17 00,4176
2005 2 26,18 00,4327
2005 2 26,19 00,4247
2005 2 26,20 00,4133
2005 2 26,21 00,3947
2005 2 26,22 00,3831
2005 2 26,23 00,3614
2005 2 27,0 00,3315
2005 2 27,1 00,3104
2005 2 27,2 00,2919
2005 2 27,3 00,2786
2005 2 27,4 00,2728
2005 2 27,5 00,2780
2005 2 27,6 00,2939
2005 2 27,7 00,3193
2005 2 27,8 00,3437
2005 2 27,9 00,3597
2005 2 27,10 00,3626
2005 2 27,11 00,3558
2005 2 27,12 00,3488
2005 2 27,13 00,3453
2005 2 27,14 00,3393
2005 2 27,15 00,3385
2005 2 27,16 00,3489
2005 2 27,17 00,3828
2005 2 27,18 00,4084
2005 2 27,19 00,4073
2005 2 27,20 00,3995
2005 2 27,21 00,3856
2005 2 27,22 00,3636
2005 2 27,23 00,3383
2005 2 28,0 00,3074
2005 2 28,1 00,2881
2005 2 28,2 00,2749
2005 2 28,3 00,2643
2005 2 28,4 00,2654
2005 2 28,5 00,2850
2005 2 28,6 00,3326
2005 2 28,7 00,3845
2005 2 28,8 00,4282
2005 2 28,9 00,4518
2005 2 28,10 00,4473
2005 2 28,11 00,4381
2005 2 28,12 00,4069
2005 2 28,13 00,4190
2005 2 28,14 00,4148
2005 2 28,15 00,4104
2005 2 28,16 00,4195
2005 2 28,17 00,4409
2005 2 28,18 00,4551
2005 2 28,19 00,4402
2005 2 28,20 00,4236
2005 2 28,21 00,4018
2005 2 28,22 00,3918
2005 2 28,23 00,3658
2005 3 1,0 00,3314
2005 3 1,1 00,3090
2005 3 1,2 00,2940
2005 3 1,3 00,2826
2005 3 1,4 00,2818
2005 3 1,5 00,2995
2005 3 1,6 00,3433
2005 3 1,7 00,3914
2005 3 1,8 00,4341
2005 3 1,9 00,4585
2005 3 1,10 00,4574
2005 3 1,11 00,4508
2005 3 1,12 00,4211
2005 3 1,13 00,4356
2005 3 1,14 00,4339
2005 3 1,15 00,4310
2005 3 1,16 00,4414
2005 3 1,17 00,4602
2005 3 1,18 00,4748
2005 3 1,19 00,4604
2005 3 1,20 00,4420
2005 3 1,21 00,4199
2005 3 1,22 00,4075
2005 3 1,23 00,3774
2005 3 2,0 00,3404
2005 3 2,1 00,3168
2005 3 2,2 00,3008
2005 3 2,3 00,2889
2005 3 2,4 00,2881
2005 3 2,5 00,3068
2005 3 2,6 00,3494
2005 3 2,7 00,3936
2005 3 2,8 00,4320
2005 3 2,9 00,4531
2005 3 2,10 00,4490
2005 3 2,11 00,4412
2005 3 2,12 00,4111
2005 3 2,13 00,4266
2005 3 2,14 00,4262
2005 3 2,15 00,4249
2005 3 2,16 00,4373
2005 3 2,17 00,4518
2005 3 2,18 00,4617
2005 3 2,19 00,4469
2005 3 2,20 00,4304
2005 3 2,21 00,4080
2005 3 2,22 00,3978
2005 3 2,23 00,3711
2005 3 3,0 00,3357
2005 3 3,1 00,3138
2005 3 3,2 00,2970
2005 3 3,3 00,2869
2005 3 3,4 00,2869
2005 3 3,5 00,3034
2005 3 3,6 00,3471
2005 3 3,7 00,3940
2005 3 3,8 00,4349
2005 3 3,9 00,4571
2005 3 3,10 00,4521
2005 3 3,11 00,4427
2005 3 3,12 00,4122
2005 3 3,13 00,4281
2005 3 3,14 00,4270
2005 3 3,15 00,4273
2005 3 3,16 00,4429
2005 3 3,17 00,4610
2005 3 3,18 00,4657
2005 3 3,19 00,4489
2005 3 3,20 00,4309
2005 3 3,21 00,4102
2005 3 3,22 00,3992
2005 3 3,23 00,3727
2005 3 4,0 00,3378
2005 3 4,1 00,3171
2005 3 4,2 00,3022
2005 3 4,3 00,2926
2005 3 4,4 00,2918
2005 3 4,5 00,3068
2005 3 4,6 00,3563
2005 3 4,7 00,4112
2005 3 4,8 00,4659
2005 3 4,9 00,5061
2005 3 4,10 00,5180
2005 3 4,11 00,5171
2005 3 4,12 00,4871
2005 3 4,13 00,4975
2005 3 4,14 00,4927
2005 3 4,15 00,4865
2005 3 4,16 00,4889
2005 3 4,17 00,4926
2005 3 4,18 00,4931
2005 3 4,19 00,4710
2005 3 4,20 00,4485
2005 3 4,21 00,4230
2005 3 4,22 00,4085
2005 3 4,23 00,3837
2005 3 5,0 00,3507
2005 3 5,1 00,3265
2005 3 5,2 00,3071
2005 3 5,3 00,2930
2005 3 5,4 00,2884
2005 3 5,5 00,2948
2005 3 5,6 00,3152
2005 3 5,7 00,3478
2005 3 5,8 00,3847
2005 3 5,9 00,4097
2005 3 5,10 00,4073
2005 3 5,11 00,3970
2005 3 5,12 00,3761
2005 3 5,13 00,3769
2005 3 5,14 00,3726
2005 3 5,15 00,3737
2005 3 5,16 00,3872
2005 3 5,17 00,4062
2005 3 5,18 00,4210
2005 3 5,19 00,4116
2005 3 5,20 00,4001
2005 3 5,21 00,3822
2005 3 5,22 00,3726
2005 3 5,23 00,3532
2005 3 6,0 00,3247
2005 3 6,1 00,3040
2005 3 6,2 00,2858
2005 3 6,3 00,2732
2005 3 6,4 00,2675
2005 3 6,5 00,2723
2005 3 6,6 00,2862
2005 3 6,7 00,3128
2005 3 6,8 00,3452
2005 3 6,9 00,3728
2005 3 6,10 00,3839
2005 3 6,11 00,3824
2005 3 6,12 00,3760
2005 3 6,13 00,3674
2005 3 6,14 00,3641
2005 3 6,15 00,3642
2005 3 6,16 00,3747
2005 3 6,17 00,4019
2005 3 6,18 00,4219
2005 3 6,19 00,4188
2005 3 6,20 00,4113
2005 3 6,21 00,3945
2005 3 6,22 00,3710
2005 3 6,23 00,3455
2005 3 7,0 00,3138
2005 3 7,1 00,2937
2005 3 7,2 00,2794
2005 3 7,3 00,2700
2005 3 7,4 00,2712
2005 3 7,5 00,2912
2005 3 7,6 00,3390
2005 3 7,7 00,3891
2005 3 7,8 00,4334
2005 3 7,9 00,4548
2005 3 7,10 00,4512
2005 3 7,11 00,4409
2005 3 7,12 00,4094
2005 3 7,13 00,4226
2005 3 7,14 00,4186
2005 3 7,15 00,4129
2005 3 7,16 00,4202
2005 3 7,17 00,4340
2005 3 7,18 00,4534
2005 3 7,19 00,4380
2005 3 7,20 00,4214
2005 3 7,21 00,4002
2005 3 7,22 00,3895
2005 3 7,23 00,3636
2005 3 8,0 00,3304
2005 3 8,1 00,3074
2005 3 8,2 00,2920
2005 3 8,3 00,2816
2005 3 8,4 00,2801
2005 3 8,5 00,2968
2005 3 8,6 00,3377
2005 3 8,7 00,3797
2005 3 8,8 00,4156
2005 3 8,9 00,4329
2005 3 8,10 00,4279
2005 3 8,11 00,4186
2005 3 8,12 00,3871
2005 3 8,13 00,4016
2005 3 8,14 00,3985
2005 3 8,15 00,3928
2005 3 8,16 00,3975
2005 3 8,17 00,4104
2005 3 8,18 00,4287
2005 3 8,19 00,4148
2005 3 8,20 00,3977
2005 3 8,21 00,3765
2005 3 8,22 00,3686
2005 3 8,23 00,3447
2005 3 9,0 00,3145
2005 3 9,1 00,2946
2005 3 9,2 00,2802
2005 3 9,3 00,2700
2005 3 9,4 00,2683
2005 3 9,5 00,2823
2005 3 9,6 00,3173
2005 3 9,7 00,3550
2005 3 9,8 00,3879
2005 3 9,9 00,4046
2005 3 9,10 00,4010
2005 3 9,11 00,3952
2005 3 9,12 00,3674
2005 3 9,13 00,3842
2005 3 9,14 00,3841
2005 3 9,15 00,3811
2005 3 9,16 00,3891
2005 3 9,17 00,4033
2005 3 9,18 00,4213
2005 3 9,19 00,4096
2005 3 9,20 00,3938
2005 3 9,21 00,3734
2005 3 9,22 00,3654
2005 3 9,23 00,3414
2005 3 10,0 00,3134
2005 3 10,1 00,2943
2005 3 10,2 00,2808
2005 3 10,3 00,2705
2005 3 10,4 00,2673
2005 3 10,5 00,2806
2005 3 10,6 00,3178
2005 3 10,7 00,3626
2005 3 10,8 00,4050
2005 3 10,9 00,4310
2005 3 10,10 00,4319
2005 3 10,11 00,4266
2005 3 10,12 00,3967
2005 3 10,13 00,4107
2005 3 10,14 00,4068
2005 3 10,15 00,4000
2005 3 10,16 00,4043
2005 3 10,17 00,4170
2005 3 10,18 00,4292
2005 3 10,19 00,4136
2005 3 10,20 00,3956
2005 3 10,21 00,3740
2005 3 10,22 00,3655
2005 3 10,23 00,3432
2005 3 11,0 00,3131
2005 3 11,1 00,2937
2005 3 11,2 00,2788
2005 3 11,3 00,2688
2005 3 11,4 00,2670
2005 3 11,5 00,2793
2005 3 11,6 00,3169
2005 3 11,7 00,3629
2005 3 11,8 00,4101
2005 3 11,9 00,4386
2005 3 11,10 00,4440
2005 3 11,11 00,4430
2005 3 11,12 00,4185
2005 3 11,13 00,4379
2005 3 11,14 00,4382
2005 3 11,15 00,4374
2005 3 11,16 00,4457
2005 3 11,17 00,4492
2005 3 11,18 00,4434
2005 3 11,19 00,4219
2005 3 11,20 00,4005
2005 3 11,21 00,3765
2005 3 11,22 00,3672
2005 3 11,23 00,3464
2005 3 12,0 00,3176
2005 3 12,1 00,2969
2005 3 12,2 00,2813
2005 3 12,3 00,2683
2005 3 12,4 00,2636
2005 3 12,5 00,2682
2005 3 12,6 00,2830
2005 3 12,7 00,3089
2005 3 12,8 00,3396
2005 3 12,9 00,3574
2005 3 12,10 00,3606
2005 3 12,11 00,3599
2005 3 12,12 00,3477
2005 3 12,13 00,3538
2005 3 12,14 00,3566
2005 3 12,15 00,3572
2005 3 12,16 00,3643
2005 3 12,17 00,3821
2005 3 12,18 00,4018
2005 3 12,19 00,3970
2005 3 12,20 00,3870
2005 3 12,21 00,3700
2005 3 12,22 00,3550
2005 3 12,23 00,3342
2005 3 13,0 00,3102
2005 3 13,1 00,2909
2005 3 13,2 00,2734
2005 3 13,3 00,2614
2005 3 13,4 00,2561
2005 3 13,5 00,2612
2005 3 13,6 00,2751
2005 3 13,7 00,2982
2005 3 13,8 00,3199
2005 3 13,9 00,3358
2005 3 13,10 00,3391
2005 3 13,11 00,3364
2005 3 13,12 00,3375
2005 3 13,13 00,3380
2005 3 13,14 00,3356
2005 3 13,15 00,3358
2005 3 13,16 00,3455
2005 3 13,17 00,3716
2005 3 13,18 00,4010
2005 3 13,19 00,4005
2005 3 13,20 00,3941
2005 3 13,21 00,3782
2005 3 13,22 00,3575
2005 3 13,23 00,3334
2005 3 14,0 00,3065
2005 3 14,1 00,2877
2005 3 14,2 00,2731
2005 3 14,3 00,2654
2005 3 14,4 00,2655
2005 3 14,5 00,2850
2005 3 14,6 00,3274
2005 3 14,7 00,3740
2005 3 14,8 00,4149
2005 3 14,9 00,4389
2005 3 14,10 00,4372
2005 3 14,11 00,4323
2005 3 14,12 00,4066
2005 3 14,13 00,4268
2005 3 14,14 00,4260
2005 3 14,15 00,4212
2005 3 14,16 00,4272
2005 3 14,17 00,4359
2005 3 14,18 00,4558
2005 3 14,19 00,4426
2005 3 14,20 00,4252
2005 3 14,21 00,4058
2005 3 14,22 00,3941
2005 3 14,23 00,3674
2005 3 15,0 00,3338
2005 3 15,1 00,3103
2005 3 15,2 00,2954
2005 3 15,3 00,2854
2005 3 15,4 00,2835
2005 3 15,5 00,3004
2005 3 15,6 00,3394
2005 3 15,7 00,3851
2005 3 15,8 00,4279
2005 3 15,9 00,4503
2005 3 15,10 00,4470
2005 3 15,11 00,4438
2005 3 15,12 00,4185
2005 3 15,13 00,4356
2005 3 15,14 00,4326
2005 3 15,15 00,4240
2005 3 15,16 00,4274
2005 3 15,17 00,4343
2005 3 15,18 00,4512
2005 3 15,19 00,4370
2005 3 15,20 00,4188
2005 3 15,21 00,3961
2005 3 15,22 00,3825
2005 3 15,23 00,3554
2005 3 16,0 00,3235
2005 3 16,1 00,3016
2005 3 16,2 00,2865
2005 3 16,3 00,2756
2005 3 16,4 00,2728
2005 3 16,5 00,2878
2005 3 16,6 00,3235
2005 3 16,7 00,3635
2005 3 16,8 00,3974
2005 3 16,9 00,4146
2005 3 16,10 00,4115
2005 3 16,11 00,4039
2005 3 16,12 00,3734
2005 3 16,13 00,3890
2005 3 16,14 00,3864
2005 3 16,15 00,3817
2005 3 16,16 00,3852
2005 3 16,17 00,3922
2005 3 16,18 00,4117
2005 3 16,19 00,4005
2005 3 16,20 00,3847
2005 3 16,21 00,3651
2005 3 16,22 00,3563
2005 3 16,23 00,3341
2005 3 17,0 00,3046
2005 3 17,1 00,2867
2005 3 17,2 00,2746
2005 3 17,3 00,2639
2005 3 17,4 00,2615
2005 3 17,5 00,2747
2005 3 17,6 00,3076
2005 3 17,7 00,3500
2005 3 17,8 00,3936
2005 3 17,9 00,4231
2005 3 17,10 00,4285
2005 3 17,11 00,4323
2005 3 17,12 00,4116
2005 3 17,13 00,4328
2005 3 17,14 00,4323
2005 3 17,15 00,4234
2005 3 17,16 00,4259
2005 3 17,17 00,4276
2005 3 17,18 00,4293
2005 3 17,19 00,4100
2005 3 17,20 00,3888
2005 3 17,21 00,3654
2005 3 17,22 00,3529
2005 3 17,23 00,3304
2005 3 18,0 00,3018
2005 3 18,1 00,2843
2005 3 18,2 00,2717
2005 3 18,3 00,2614
2005 3 18,4 00,2586
2005 3 18,5 00,2694
2005 3 18,6 00,2972
2005 3 18,7 00,3304
2005 3 18,8 00,3608
2005 3 18,9 00,3820
2005 3 18,10 00,3859
2005 3 18,11 00,3848
2005 3 18,12 00,3611
2005 3 18,13 00,3804
2005 3 18,14 00,3845
2005 3 18,15 00,3860
2005 3 18,16 00,3922
2005 3 18,17 00,3945
2005 3 18,18 00,4091
2005 3 18,19 00,3980
2005 3 18,20 00,3824
2005 3 18,21 00,3642
2005 3 18,22 00,3576
2005 3 18,23 00,3406
2005 3 19,0 00,3128
2005 3 19,1 00,2935
2005 3 19,2 00,2791
2005 3 19,3 00,2674
2005 3 19,4 00,2637
2005 3 19,5 00,2687
2005 3 19,6 00,2883
2005 3 19,7 00,3145
2005 3 19,8 00,3472
2005 3 19,9 00,3658
2005 3 19,10 00,3688
2005 3 19,11 00,3647
2005 3 19,12 00,3473
2005 3 19,13 00,3503
2005 3 19,14 00,3473
2005 3 19,15 00,3424
2005 3 19,16 00,3468
2005 3 19,17 00,3563
2005 3 19,18 00,3844
2005 3 19,19 00,3824
2005 3 19,20 00,3720
2005 3 19,21 00,3559
2005 3 19,22 00,3406
2005 3 19,23 00,3228
2005 3 20,0 00,2985
2005 3 20,1 00,2805
2005 3 20,2 00,2666
2005 3 20,3 00,2547
2005 3 20,4 00,2504
2005 3 20,5 00,2540
2005 3 20,6 00,2645
2005 3 20,7 00,2868
2005 3 20,8 00,3139
2005 3 20,9 00,3319
2005 3 20,10 00,3376
2005 3 20,11 00,3351
2005 3 20,12 00,3306
2005 3 20,13 00,3283
2005 3 20,14 00,3250
2005 3 20,15 00,3233
2005 3 20,16 00,3244
2005 3 20,17 00,3403
2005 3 20,18 00,3710
2005 3 20,19 00,3705
2005 3 20,20 00,3633
2005 3 20,21 00,3500
2005 3 20,22 00,3340
2005 3 20,23 00,3144
2005 3 21,0 00,2896
2005 3 21,1 00,2728
2005 3 21,2 00,2584
2005 3 21,3 00,2482
2005 3 21,4 00,2438
2005 3 21,5 00,2504
2005 3 21,6 00,2656
2005 3 21,7 00,2947
2005 3 21,8 00,3272
2005 3 21,9 00,3449
2005 3 21,10 00,3482
2005 3 21,11 00,3438
2005 3 21,12 00,3313
2005 3 21,13 00,3313
2005 3 21,14 00,3287
2005 3 21,15 00,3264
2005 3 21,16 00,3322
2005 3 21,17 00,3516
2005 3 21,18 00,3812
2005 3 21,19 00,3793
2005 3 21,20 00,3715
2005 3 21,21 00,3576
2005 3 21,22 00,3381
2005 3 21,23 00,3145
2005 3 22,0 00,2874
2005 3 22,1 00,2715
2005 3 22,2 00,2592
2005 3 22,3 00,2508
2005 3 22,4 00,2486
2005 3 22,5 00,2598
2005 3 22,6 00,2931
2005 3 22,7 00,3390
2005 3 22,8 00,3864
2005 3 22,9 00,4170
2005 3 22,10 00,4239
2005 3 22,11 00,4244
2005 3 22,12 00,3966
2005 3 22,13 00,4141
2005 3 22,14 00,4150
2005 3 22,15 00,4134
2005 3 22,16 00,4220
2005 3 22,17 00,4245
2005 3 22,18 00,4250
2005 3 22,19 00,4051
2005 3 22,20 00,3842
2005 3 22,21 00,3621
2005 3 22,22 00,3502
2005 3 22,23 00,3271
2005 3 23,0 00,2981
2005 3 23,1 00,2795
2005 3 23,2 00,2679
2005 3 23,3 00,2576
2005 3 23,4 00,2546
2005 3 23,5 00,2640
2005 3 23,6 00,2928
2005 3 23,7 00,3331
2005 3 23,8 00,3714
2005 3 23,9 00,4008
2005 3 23,10 00,4106
2005 3 23,11 00,4160
2005 3 23,12 00,3978
2005 3 23,13 00,4243
2005 3 23,14 00,4288
2005 3 23,15 00,4270
2005 3 23,16 00,4368
2005 3 23,17 00,4403
2005 3 23,18 00,4369
2005 3 23,19 00,4192
2005 3 23,20 00,4002
2005 3 23,21 00,3783
2005 3 23,22 00,3666
2005 3 23,23 00,3420
2005 3 24,0 00,3090
2005 3 24,1 00,2884
2005 3 24,2 00,2748
2005 3 24,3 00,2637
2005 3 24,4 00,2601
2005 3 24,5 00,2704
2005 3 24,6 00,3028
2005 3 24,7 00,3438
2005 3 24,8 00,3833
2005 3 24,9 00,4101
2005 3 24,10 00,4093
2005 3 24,11 00,4028
2005 3 24,12 00,3759
2005 3 24,13 00,3952
2005 3 24,14 00,3951
2005 3 24,15 00,3940
2005 3 24,16 00,3978
2005 3 24,17 00,4004
2005 3 24,18 00,4180
2005 3 24,19 00,4061
2005 3 24,20 00,3889
2005 3 24,21 00,3700
2005 3 24,22 00,3585
2005 3 24,23 00,3361
2005 3 25,0 00,3075
2005 3 25,1 00,2881
2005 3 25,2 00,2737
